Application mode,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Class
1.0,1.0,0.0,1.0,0.0,1.0,18.0,8.0,8.0,7.0,12.642857142857142,8.0,8.0,7.0,12.642857142857142,2
1.0,0.0,0.0,1.0,0.0,1.0,18.0,7.0,7.0,6.0,12.916666666666666,7.0,7.0,6.0,12.916666666666666,2
14.0,1.0,0.0,1.0,0.0,1.0,20.0,6.0,8.0,6.0,15.625,6.0,8.0,6.0,15.857142857142858,2
12.0,0.0,0.0,1.0,0.0,1.0,26.0,5.0,7.0,0.0,0.0,5.0,8.0,0.0,0.0,0
14.0,0.0,0.0,1.0,0.0,0.0,21.0,6.0,8.0,6.0,11.714285714285714,6.0,7.0,6.0,12.0,2
12.0,0.0,0.0,1.0,0.0,0.0,25.0,7.0,10.0,6.0,12.125,8.0,9.0,8.0,13.3125,1
9.0,1.0,0.0,1.0,0.0,1.0,19.0,5.0,7.0,5.0,11.6,5.0,5.0,5.0,11.6,2
12.0,1.0,0.0,1.0,0.0,0.0,24.0,6.0,11.0,1.0,10.0,6.0,6.0,0.0,0.0,0
12.0,0.0,0.0,1.0,0.0,1.0,27.0,6.0,16.0,1.0,10.0,6.0,13.0,0.0,0.0,0
8.0,0.0,0.0,1.0,0.0,0.0,21.0,5.0,10.0,0.0,0.0,5.0,9.0,2.0,13.5,0
1.0,0.0,0.0,1.0,0.0,1.0,18.0,5.0,7.0,4.0,13.0,5.0,8.0,3.0,12.333333333333334,2
1.0,0.0,0.0,1.0,0.0,1.0,19.0,6.0,6.0,6.0,13.333333333333334,6.0,6.0,6.0,14.5,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,9.0,4.0,11.25,6.0,13.0,2.0,12.5,0
16.0,0.0,0.0,1.0,0.0,1.0,19.0,7.0,9.0,5.0,13.85,8.0,9.0,7.0,12.19285714285714,2
9.0,1.0,0.0,1.0,0.0,1.0,19.0,7.0,8.0,6.0,13.741666666666667,8.0,9.0,7.0,14.9125,2
4.0,0.0,0.0,1.0,0.0,0.0,33.0,6.0,7.0,6.0,15.333333333333334,5.0,5.0,5.0,15.8,2
4.0,0.0,0.0,1.0,0.0,0.0,45.0,5.0,6.0,5.0,11.0,5.0,5.0,5.0,13.8,2
1.0,0.0,0.0,1.0,0.0,1.0,20.0,6.0,6.0,6.0,12.0,6.0,7.0,6.0,12.857142857142858,2
12.0,1.0,0.0,1.0,0.0,0.0,28.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0
14.0,1.0,0.0,1.0,0.0,1.0,19.0,8.0,15.0,7.0,11.571428571428571,8.0,15.0,7.0,11.571428571428571,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,10.0,6.0,12.857142857142858,6.0,6.0,3.0,12.666666666666666,2
12.0,0.0,0.0,1.0,0.0,0.0,38.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
1.0,0.0,0.0,1.0,0.0,0.0,19.0,5.0,5.0,5.0,13.0,5.0,5.0,5.0,13.2,2
1.0,0.0,0.0,1.0,0.0,1.0,21.0,6.0,9.0,5.0,11.0,6.0,8.0,5.0,12.0,2
1.0,0.0,0.0,1.0,0.0,0.0,21.0,5.0,12.0,3.0,12.0,5.0,12.0,1.0,15.0,0
1.0,0.0,0.0,1.0,0.0,1.0,22.0,6.0,6.0,5.0,12.6,6.0,6.0,6.0,13.0,2
1.0,0.0,0.0,1.0,0.0,1.0,18.0,6.0,8.0,5.0,13.4,6.0,7.0,6.0,13.166666666666666,2
8.0,0.0,0.0,1.0,0.0,1.0,18.0,6.0,9.0,6.0,11.333333333333334,6.0,9.0,6.0,11.571428571428571,2
1.0,1.0,0.0,0.0,0.0,0.0,25.0,5.0,14.0,4.0,13.5,5.0,10.0,4.0,14.25,0
12.0,0.0,1.0,0.0,0.0,0.0,24.0,6.0,11.0,3.0,11.75,6.0,14.0,3.0,10.333333333333334,0
1.0,1.0,0.0,1.0,0.0,0.0,19.0,7.0,10.0,6.0,12.471428571428572,7.0,8.0,7.0,11.4625,1
7.0,1.0,0.0,1.0,0.0,0.0,24.0,17.0,19.0,11.0,12.909090909090908,13.0,15.0,9.0,13.555555555555555,1
1.0,1.0,0.0,1.0,0.0,1.0,20.0,5.0,5.0,5.0,11.6,5.0,5.0,5.0,13.6,2
12.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,5.0,0.0,0.0,5.0,9.0,0.0,0.0,0
1.0,0.0,0.0,1.0,0.0,1.0,20.0,10.0,13.0,9.0,12.9,10.0,12.0,10.0,12.363636363636363,2
4.0,0.0,0.0,1.0,0.0,0.0,23.0,8.0,8.0,8.0,13.22,8.0,8.0,8.0,13.22,2
8.0,1.0,0.0,1.0,0.0,1.0,19.0,8.0,8.0,7.0,13.151428571428571,8.0,8.0,7.0,13.151428571428571,2
15.0,0.0,1.0,0.0,0.0,0.0,29.0,6.0,13.0,3.0,12.75,6.0,8.0,3.0,11.333333333333334,0
1.0,1.0,0.0,1.0,0.0,0.0,21.0,6.0,8.0,6.0,11.333333333333334,6.0,8.0,4.0,12.25,2
1.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,10.0,6.0,13.25,6.0,13.0,5.0,14.142857142857142,2
1.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,7.0,5.0,12.4,6.0,6.0,5.0,12.4,1
1.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,6.0,6.0,15.0,6.0,6.0,6.0,12.833333333333334,0
1.0,0.0,0.0,1.0,0.0,0.0,19.0,5.0,6.0,5.0,14.4,5.0,6.0,5.0,13.0,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,12.0,1.0,11.0,6.0,12.0,0.0,0.0,1
8.0,0.0,0.0,1.0,0.0,0.0,18.0,5.0,8.0,5.0,12.4,5.0,6.0,5.0,10.8,2
12.0,1.0,1.0,0.0,0.0,1.0,37.0,7.0,13.0,1.0,16.0,7.0,12.0,0.0,0.0,0
8.0,0.0,0.0,1.0,0.0,0.0,29.0,5.0,10.0,5.0,13.571428571428571,5.0,14.0,5.0,12.333333333333334,2
8.0,0.0,0.0,1.0,0.0,0.0,18.0,6.0,6.0,6.0,11.833333333333334,6.0,6.0,6.0,12.5,1
1.0,1.0,0.0,1.0,0.0,1.0,19.0,6.0,8.0,5.0,11.666666666666666,6.0,9.0,5.0,12.666666666666666,2
14.0,1.0,1.0,0.0,0.0,0.0,22.0,10.0,16.0,6.0,11.833333333333334,7.0,8.0,2.0,13.0,0
1.0,0.0,0.0,1.0,0.0,1.0,20.0,6.0,8.0,6.0,11.166666666666666,6.0,10.0,5.0,10.6,2
12.0,0.0,0.0,1.0,0.0,0.0,34.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
14.0,0.0,1.0,0.0,0.0,0.0,30.0,12.0,17.0,8.0,11.75,12.0,19.0,6.0,12.166666666666666,0
1.0,0.0,0.0,1.0,0.0,0.0,18.0,6.0,7.0,6.0,14.0,6.0,7.0,6.0,14.0,2
1.0,0.0,0.0,1.0,0.0,0.0,18.0,6.0,6.0,6.0,12.833333333333334,6.0,6.0,6.0,12.0,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,11.0,4.0,12.25,6.0,10.0,3.0,11.666666666666666,2
8.0,1.0,0.0,1.0,0.0,0.0,18.0,8.0,8.0,7.0,14.828571428571427,8.0,8.0,7.0,14.828571428571427,2
1.0,1.0,0.0,1.0,0.0,1.0,19.0,6.0,7.0,5.0,11.4,6.0,8.0,5.0,12.8,2
1.0,1.0,0.0,1.0,0.0,1.0,19.0,6.0,6.0,6.0,13.0,6.0,8.0,6.0,12.5,2
1.0,0.0,0.0,1.0,0.0,1.0,18.0,8.0,8.0,7.0,13.671428571428573,8.0,8.0,7.0,13.671428571428573,2
15.0,0.0,0.0,1.0,0.0,1.0,21.0,6.0,9.0,6.0,12.666666666666666,6.0,8.0,5.0,12.8,2
1.0,1.0,0.0,0.0,0.0,0.0,20.0,5.0,10.0,2.0,10.0,5.0,12.0,1.0,13.0,0
8.0,1.0,0.0,1.0,0.0,0.0,20.0,5.0,10.0,5.0,13.5,5.0,8.0,5.0,12.333333333333334,2
1.0,0.0,0.0,1.0,0.0,0.0,19.0,7.0,8.0,7.0,12.67,8.0,8.0,8.0,13.55,2
1.0,0.0,0.0,1.0,0.0,0.0,20.0,6.0,8.0,6.0,14.5,6.0,7.0,6.0,15.428571428571429,2
8.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,7.0,7.0,13.685714285714283,8.0,8.0,8.0,15.3875,2
13.0,0.0,0.0,1.0,0.0,0.0,20.0,6.0,8.0,5.0,11.0,6.0,10.0,3.0,10.666666666666666,0
4.0,0.0,1.0,0.0,0.0,0.0,29.0,9.0,16.0,7.0,11.555555555555555,7.0,12.0,5.0,13.2,0
1.0,0.0,0.0,1.0,0.0,1.0,18.0,7.0,7.0,7.0,13.79714285714286,8.0,8.0,8.0,13.775,1
1.0,1.0,0.0,1.0,0.0,1.0,20.0,7.0,8.0,7.0,14.00375,8.0,11.0,7.0,13.812857142857142,2
7.0,1.0,0.0,1.0,0.0,1.0,22.0,5.0,8.0,4.0,12.0,5.0,8.0,4.0,11.4,2
1.0,1.0,0.0,1.0,0.0,1.0,47.0,6.0,9.0,5.0,14.166666666666666,6.0,7.0,6.0,14.166666666666666,2
16.0,0.0,0.0,1.0,0.0,0.0,31.0,5.0,5.0,5.0,14.0,5.0,5.0,5.0,13.8,2
1.0,0.0,0.0,1.0,0.0,1.0,21.0,6.0,7.0,5.0,13.8,6.0,6.0,6.0,12.833333333333334,2
1.0,0.0,0.0,1.0,0.0,0.0,21.0,6.0,8.0,5.0,12.8,6.0,10.0,6.0,11.857142857142858,2
12.0,0.0,0.0,1.0,0.0,0.0,24.0,6.0,6.0,6.0,12.166666666666666,6.0,6.0,6.0,13.833333333333334,2
8.0,0.0,0.0,1.0,0.0,0.0,18.0,6.0,8.0,6.0,12.5,6.0,6.0,6.0,12.333333333333334,1
12.0,0.0,0.0,1.0,0.0,0.0,32.0,6.0,9.0,4.0,12.0,6.0,12.0,4.0,11.5,2
9.0,1.0,0.0,1.0,0.0,1.0,19.0,6.0,8.0,6.0,10.833333333333334,6.0,9.0,6.0,11.5,2
12.0,1.0,0.0,1.0,0.0,0.0,24.0,8.0,8.0,8.0,13.385,8.0,8.0,8.0,13.385,2
8.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,14.0,6.0,15.666666666666666,6.0,9.0,6.0,14.5,2
15.0,0.0,1.0,1.0,0.0,1.0,19.0,6.0,9.0,6.0,14.333333333333334,6.0,7.0,6.0,13.833333333333334,2
15.0,0.0,0.0,1.0,0.0,0.0,24.0,6.0,10.0,6.0,11.428571428571429,6.0,12.0,5.0,13.0,1
8.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,9.0,6.0,11.666666666666666,6.0,8.0,6.0,11.666666666666666,2
1.0,1.0,0.0,1.0,0.0,1.0,19.0,6.0,9.0,5.0,12.0,6.0,10.0,2.0,11.333333333333334,0
1.0,0.0,0.0,1.0,0.0,1.0,19.0,8.0,8.0,7.0,14.725714285714288,8.0,8.0,7.0,14.725714285714288,2
8.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,6.0,6.0,14.166666666666666,6.0,6.0,6.0,13.666666666666666,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,10.0,6.0,11.571428571428571,6.0,8.0,6.0,12.333333333333334,2
8.0,1.0,0.0,1.0,0.0,0.0,20.0,7.0,7.0,7.0,12.5,8.0,8.0,8.0,13.1375,2
1.0,0.0,0.0,1.0,0.0,0.0,18.0,8.0,10.0,8.0,12.86,8.0,10.0,8.0,12.86,2
8.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,10.0,6.0,12.25,6.0,9.0,6.0,13.714285714285714,2
1.0,1.0,0.0,1.0,0.0,1.0,21.0,5.0,7.0,4.0,12.0,5.0,5.0,5.0,12.2,2
1.0,0.0,0.0,1.0,0.0,1.0,18.0,7.0,9.0,7.0,15.116666666666667,8.0,9.0,8.0,16.168888888888887,2
16.0,0.0,1.0,0.0,0.0,0.0,18.0,5.0,6.0,2.0,12.5,5.0,6.0,4.0,10.25,0
8.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,11.0,0.0,0.0,6.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,8.0,4.0,11.0,6.0,9.0,4.0,11.0,1
8.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,8.0,6.0,11.875,6.0,11.0,4.0,14.6,2
12.0,1.0,0.0,1.0,0.0,0.0,34.0,5.0,6.0,1.0,11.0,5.0,5.0,0.0,0.0,0
1.0,0.0,0.0,1.0,0.0,0.0,19.0,5.0,5.0,5.0,15.2,5.0,6.0,5.0,13.2,2
15.0,1.0,1.0,0.0,0.0,0.0,19.0,6.0,7.0,5.0,11.6,6.0,12.0,2.0,11.0,0
16.0,0.0,1.0,1.0,0.0,0.0,26.0,6.0,6.0,6.0,14.833333333333334,6.0,7.0,6.0,15.142857142857142,2
8.0,1.0,0.0,1.0,0.0,0.0,21.0,6.0,12.0,3.0,11.333333333333334,6.0,10.0,3.0,11.333333333333334,0
8.0,0.0,0.0,1.0,0.0,1.0,18.0,5.0,5.0,5.0,11.2,5.0,5.0,5.0,11.8,2
8.0,1.0,0.0,1.0,0.0,1.0,20.0,6.0,8.0,5.0,13.4,6.0,9.0,5.0,13.666666666666666,2
16.0,0.0,0.0,1.0,0.0,0.0,25.0,5.0,12.0,2.0,10.5,5.0,5.0,0.0,0.0,0
1.0,0.0,0.0,1.0,0.0,0.0,18.0,5.0,5.0,5.0,16.2,5.0,5.0,5.0,16.4,2
1.0,1.0,0.0,1.0,0.0,1.0,18.0,7.0,7.0,7.0,14.542857142857144,8.0,11.0,8.0,14.88181818181818,2
1.0,0.0,0.0,1.0,0.0,0.0,19.0,7.0,7.0,7.0,13.694285714285714,8.0,9.0,8.0,14.355555555555554,2
1.0,0.0,0.0,1.0,0.0,1.0,18.0,6.0,8.0,6.0,11.285714285714286,6.0,10.0,6.0,11.857142857142858,2
8.0,0.0,0.0,1.0,0.0,0.0,20.0,7.0,11.0,6.0,11.757142857142856,8.0,12.0,6.0,13.083333333333334,1
4.0,0.0,1.0,0.0,0.0,0.0,26.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0
13.0,1.0,0.0,1.0,0.0,1.0,19.0,8.0,8.0,7.0,13.058571428571428,8.0,8.0,7.0,13.058571428571428,2
1.0,0.0,0.0,1.0,0.0,0.0,19.0,7.0,7.0,7.0,14.3,8.0,9.0,8.0,14.055555555555555,2
14.0,0.0,0.0,1.0,0.0,0.0,19.0,10.0,15.0,5.0,11.8,10.0,14.0,8.0,12.0,2
3.0,1.0,0.0,1.0,0.0,0.0,19.0,5.0,9.0,3.0,10.333333333333334,5.0,8.0,3.0,13.0,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,7.0,6.0,10.571428571428571,6.0,11.0,3.0,11.666666666666666,2
14.0,1.0,0.0,1.0,0.0,0.0,19.0,7.0,7.0,6.0,13.333333333333334,7.0,7.0,6.0,13.333333333333334,2
1.0,0.0,1.0,1.0,0.0,0.0,18.0,6.0,10.0,6.0,11.857142857142858,6.0,9.0,5.0,11.0,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,9.0,5.0,12.6,6.0,8.0,5.0,11.4,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,5.0,11.0,5.0,14.0,5.0,7.0,5.0,11.6,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,7.0,12.0,5.0,12.0,7.0,9.0,6.0,12.666666666666666,1
15.0,0.0,1.0,1.0,0.0,0.0,26.0,5.0,6.0,0.0,0.0,5.0,5.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,0.0,20.0,6.0,7.0,6.0,12.0,6.0,7.0,6.0,13.0,2
1.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,6.0,6.0,12.666666666666666,6.0,6.0,6.0,11.666666666666666,2
1.0,1.0,0.0,1.0,0.0,1.0,18.0,6.0,6.0,6.0,12.166666666666666,6.0,9.0,6.0,13.666666666666666,2
15.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,6.0,6.0,13.333333333333334,6.0,6.0,6.0,14.666666666666666,2
4.0,0.0,1.0,1.0,0.0,0.0,40.0,7.0,8.0,7.0,15.0,7.0,7.0,7.0,14.571428571428571,2
1.0,1.0,0.0,1.0,0.0,1.0,18.0,8.0,8.0,8.0,13.39125,8.0,8.0,8.0,13.39125,2
8.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,9.0,5.0,12.166666666666666,6.0,8.0,6.0,12.428571428571429,2
8.0,0.0,0.0,1.0,0.0,0.0,18.0,5.0,9.0,4.0,11.25,5.0,6.0,4.0,12.5,2
1.0,1.0,0.0,1.0,0.0,0.0,19.0,5.0,13.0,4.0,12.0,5.0,8.0,3.0,12.0,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12.0,1.0,0.0,1.0,0.0,0.0,33.0,6.0,7.0,6.0,12.833333333333334,6.0,8.0,6.0,12.857142857142858,2
12.0,0.0,0.0,1.0,0.0,0.0,35.0,6.0,10.0,6.0,14.0,6.0,11.0,6.0,13.1,2
13.0,1.0,0.0,1.0,0.0,0.0,26.0,5.0,5.0,4.0,13.0,5.0,7.0,2.0,12.0,1
1.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,7.0,6.0,13.5,6.0,8.0,6.0,12.5,2
14.0,0.0,0.0,1.0,0.0,0.0,36.0,16.0,24.0,13.0,10.692307692307692,13.0,19.0,9.0,12.307692307692308,1
12.0,0.0,0.0,1.0,0.0,0.0,39.0,5.0,6.0,5.0,11.0,5.0,9.0,5.0,11.666666666666666,2
12.0,0.0,0.0,1.0,0.0,0.0,44.0,6.0,8.0,6.0,13.0,6.0,6.0,6.0,13.833333333333334,2
1.0,0.0,0.0,1.0,0.0,0.0,20.0,6.0,10.0,5.0,12.0,6.0,9.0,4.0,11.25,1
1.0,1.0,0.0,1.0,0.0,0.0,24.0,6.0,9.0,4.0,12.6,6.0,6.0,4.0,11.5,0
14.0,0.0,0.0,1.0,0.0,1.0,20.0,6.0,6.0,6.0,13.666666666666666,6.0,6.0,6.0,13.333333333333334,2
1.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,0.0,1.0,1.0,0.0,1.0,18.0,7.0,7.0,6.0,14.2,7.0,7.0,6.0,14.2,2
1.0,0.0,1.0,0.0,0.0,0.0,22.0,6.0,10.0,5.0,11.0,6.0,12.0,0.0,0.0,0
8.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,7.0,6.0,15.0,6.0,7.0,6.0,16.428571428571427,2
12.0,0.0,0.0,1.0,0.0,0.0,24.0,7.0,9.0,6.0,12.585714285714284,8.0,9.0,7.0,13.44285714285714,2
12.0,0.0,0.0,1.0,0.0,0.0,33.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0
12.0,0.0,1.0,1.0,0.0,1.0,30.0,6.0,6.0,0.0,0.0,6.0,6.0,0.0,0.0,1
12.0,0.0,0.0,1.0,0.0,0.0,26.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
8.0,1.0,0.0,1.0,0.0,0.0,18.0,6.0,7.0,6.0,11.666666666666666,6.0,10.0,6.0,11.833333333333334,2
1.0,0.0,1.0,1.0,0.0,0.0,19.0,6.0,13.0,3.0,12.666666666666666,6.0,12.0,2.0,10.0,0
8.0,1.0,0.0,1.0,0.0,0.0,20.0,5.0,10.0,3.0,10.333333333333334,5.0,9.0,4.0,11.0,1
17.0,1.0,0.0,1.0,0.0,1.0,22.0,11.0,18.0,8.0,13.5,9.0,16.0,7.0,13.714285714285714,2
1.0,1.0,0.0,1.0,0.0,0.0,19.0,7.0,8.0,5.0,13.98,7.0,8.0,5.0,13.98,1
1.0,1.0,0.0,1.0,0.0,1.0,21.0,6.0,13.0,6.0,16.153846153846153,6.0,10.0,6.0,15.75,2
1.0,1.0,0.0,1.0,0.0,1.0,21.0,7.0,7.0,6.0,14.033333333333331,7.0,7.0,6.0,14.033333333333331,2
8.0,0.0,0.0,1.0,0.0,0.0,19.0,5.0,8.0,1.0,11.0,5.0,6.0,5.0,11.2,1
1.0,1.0,0.0,1.0,0.0,1.0,19.0,7.0,8.0,7.0,13.857142857142858,7.0,8.0,6.0,13.666666666666666,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,8.0,8.0,7.0,13.414285714285716,8.0,8.0,7.0,13.414285714285716,0
14.0,0.0,0.0,1.0,0.0,0.0,50.0,11.0,11.0,11.0,13.545454545454543,7.0,7.0,7.0,13.571428571428571,2
12.0,0.0,0.0,1.0,0.0,1.0,31.0,5.0,11.0,4.0,11.25,5.0,10.0,4.0,10.833333333333334,1
8.0,0.0,0.0,1.0,0.0,1.0,19.0,6.0,6.0,6.0,13.833333333333334,6.0,7.0,6.0,14.428571428571429,2
12.0,0.0,0.0,1.0,0.0,0.0,35.0,5.0,8.0,5.0,12.0,5.0,9.0,5.0,12.857142857142858,2
12.0,0.0,0.0,1.0,0.0,0.0,31.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0
16.0,0.0,1.0,1.0,0.0,0.0,42.0,11.0,14.0,10.0,11.9,11.0,14.0,10.0,12.8,1
9.0,1.0,0.0,0.0,0.0,0.0,34.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,1.0,18.0,7.0,7.0,7.0,15.135714285714286,8.0,8.0,8.0,15.287499999999998,2
8.0,1.0,0.0,0.0,0.0,1.0,18.0,7.0,7.0,7.0,12.285714285714286,7.0,8.0,6.0,13.333333333333334,1
15.0,1.0,0.0,1.0,0.0,0.0,21.0,6.0,16.0,5.0,12.666666666666666,6.0,15.0,2.0,13.5,1
12.0,0.0,0.0,1.0,0.0,1.0,26.0,7.0,13.0,5.0,12.74,8.0,12.0,6.0,10.978571428571428,0
14.0,0.0,0.0,1.0,0.0,0.0,20.0,7.0,8.0,6.0,13.25,8.0,8.0,8.0,13.75,1
1.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,13.0,3.0,10.333333333333334,6.0,12.0,3.0,10.333333333333334,1
1.0,0.0,0.0,1.0,0.0,1.0,19.0,6.0,7.0,6.0,13.428571428571429,6.0,6.0,6.0,13.166666666666666,2
17.0,0.0,0.0,1.0,0.0,0.0,20.0,11.0,19.0,9.0,12.555555555555555,9.0,14.0,8.0,11.11111111111111,2
1.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,8.0,6.0,11.5,6.0,7.0,6.0,11.166666666666666,2
1.0,0.0,0.0,1.0,0.0,0.0,18.0,6.0,6.0,6.0,13.666666666666666,6.0,9.0,6.0,12.333333333333334,2
12.0,0.0,0.0,1.0,0.0,0.0,28.0,14.0,16.0,11.0,11.272727272727272,11.0,16.0,10.0,12.0,2
8.0,1.0,0.0,1.0,0.0,0.0,22.0,6.0,10.0,5.0,13.166666666666666,6.0,8.0,5.0,12.4,1
15.0,0.0,0.0,1.0,0.0,1.0,21.0,6.0,6.0,6.0,14.666666666666666,6.0,6.0,6.0,14.166666666666666,2
15.0,1.0,0.0,1.0,0.0,0.0,21.0,6.0,11.0,4.0,12.75,6.0,19.0,1.0,11.0,1
12.0,0.0,0.0,1.0,0.0,0.0,26.0,7.0,11.0,5.0,11.2,8.0,13.0,5.0,12.14,1
1.0,1.0,1.0,0.0,0.0,0.0,18.0,6.0,8.0,5.0,13.0,6.0,8.0,5.0,11.4,0
8.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,8.0,2.0,10.5,5.0,8.0,2.0,12.333333333333334,0
8.0,0.0,0.0,1.0,0.0,0.0,18.0,6.0,7.0,6.0,14.857142857142858,6.0,7.0,6.0,14.0,2
1.0,1.0,0.0,1.0,0.0,1.0,19.0,8.0,11.0,7.0,12.86,8.0,11.0,7.0,12.86,2
16.0,1.0,0.0,1.0,0.0,0.0,20.0,11.0,12.0,11.0,11.727272727272728,11.0,14.0,11.0,12.0,2
15.0,1.0,0.0,1.0,0.0,1.0,22.0,6.0,11.0,6.0,13.142857142857142,6.0,10.0,3.0,12.0,2
8.0,1.0,1.0,1.0,0.0,0.0,18.0,6.0,6.0,5.0,11.8,6.0,9.0,4.0,13.714285714285714,0
8.0,1.0,0.0,1.0,0.0,0.0,19.0,5.0,10.0,3.0,10.666666666666666,5.0,9.0,0.0,0.0,0
8.0,0.0,0.0,1.0,0.0,1.0,18.0,6.0,9.0,5.0,11.6,6.0,8.0,4.0,11.2,1
8.0,1.0,0.0,1.0,0.0,0.0,20.0,6.0,13.0,3.0,10.333333333333334,6.0,12.0,3.0,10.333333333333334,1
1.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,11.0,4.0,12.25,6.0,11.0,3.0,11.0,1
1.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,6.0,6.0,12.0,6.0,7.0,4.0,12.75,1
8.0,1.0,0.0,1.0,0.0,0.0,19.0,8.0,8.0,7.0,14.731428571428571,8.0,8.0,7.0,14.731428571428571,2
1.0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
4.0,1.0,0.0,1.0,0.0,0.0,21.0,13.0,14.0,13.0,13.615384615384617,12.0,12.0,12.0,14.25,2
12.0,0.0,0.0,1.0,0.0,0.0,27.0,5.0,5.0,5.0,15.8,5.0,5.0,5.0,14.8,2
8.0,0.0,0.0,1.0,0.0,0.0,19.0,6.0,6.0,6.0,14.666666666666666,6.0,7.0,6.0,14.571428571428571,2
12.0,0.0,0.0,1.0,0.0,0.0,25.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0
1.0,1.0,0.0,1.0,0.0,1.0,18.0,8.0,8.0,7.0,14.654285714285717,8.0,8.0,7.0,14.654285714285717,2
12.0,0.0,0.0,1.0,0.0,0.0,24.0,8.0,8.0,7.0,12.401428571428571,8.0,8.0,7.0,12.401428571428571,2
1.0,1.0,0.0,1.0,0.0,0.0,20.0,7.0,8.0,7.0,11.5875,8.0,9.0,7.0,14.071428571428571,2
4.0,0.0,0.0,1.0,0.0,0.0,26.0,5.0,5.0,5.0,14.0,5.0,5.0,5.0,15.6,2
1.0,1.0,0.0,1.0,0.0,1.0,20.0,6.0,9.0,6.0,12.333333333333334,6.0,6.0,6.0,11.833333333333334,2
1.0,0.0,0.0,1.0,0.0,0.0,18.0,5.0,5.0,5.0,14.0,5.0,6.0,5.0,15.4,2
1.0,1.0,0.0,1.0,0.0,0.0,19.0,6.0,13.0,6.0,15.23076923076923,6.0,10.0,6.0,12.375,2
1.0,1.0,0.0,1.0,0.0,0.0,23.0,6.0,9.0,5.0,11.6,6.0,9.0,3.0,11.0,0
1.0,1.0,0.0,1.0,0.0,1.0,18.0,7.0,7.0,6.0,11.6,7.0,7.0,6.0,11.6,2
1.0,0.0,0.0,1.0,0.0,0.0,18.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0
1.0,0.0,0.0,1.0,0.0,1.0,19.0,7.0,7.0,7.0,12.901428571428571,8.0,9.0,8.0,13.094444444444443,2
